2018-02-22 17:26:22,431 [  25504]   INFO - ij.components.ComponentManager - com.intellij.openapi.vfs.PlatformVirtualFileManager initialized in 255 ms 
2018-02-22 17:26:22,655 [  25728]   INFO - ij.components.ComponentManager - com.intellij.openapi.util.registry.RegistryState initialized in 72 ms 
2018-02-22 17:26:22,686 [  25759]   INFO - ij.components.ComponentManager - com.intellij.internal.statistic.updater.StatisticsJobsScheduler initialized in 30 ms 
2018-02-22 17:26:23,569 [  26642]   INFO - ij.components.ComponentManager - com.intellij.openapi.fileTypes.impl.FileTypeManagerImpl initialized in 873 ms 
2018-02-22 17:26:23,629 [  26702]   INFO - ij.components.ComponentManager - com.intellij.openapi.keymap.impl.KeymapManagerImpl initialized in 47 ms 
2018-02-22 17:26:24,136 [  27209]   WARN - nSystem.impl.ActionManagerImpl - keymap "Xcode" not found [Plugin: Git4Idea] 
2018-02-22 17:26:24,412 [  27485]   WARN - nSystem.impl.ActionManagerImpl - keymap "Xcode" not found [Plugin: hg4idea] 
2018-02-22 17:26:24,526 [  27599]   INFO - ij.components.ComponentManager - com.intellij.openapi.actionSystem.impl.ActionManagerImpl initialized in 945 ms 
2018-02-22 17:26:24,562 [  27635]   INFO - ij.components.ComponentManager - com.intellij.openapi.editor.impl.EditorFactoryImpl initialized in 982 ms 
2018-02-22 17:26:24,570 [  27643]   INFO - .history.utils.LocalHistoryLog - local history version mismatch (was: 0, expected: 6), rebuilding... 
2018-02-22 17:26:24,570 [  27643]   INFO - .history.utils.LocalHistoryLog - FS has been rebuild, rebuilding local history... 
2018-02-22 17:26:24,655 [  27728]   INFO - ij.components.ComponentManager - com.intellij.history.integration.LocalHistoryImpl initialized in 92 ms 
2018-02-22 17:26:24,675 [  27748]   INFO - ij.components.ComponentManager - com.intellij.openapi.command.impl.UndoManagerImpl initialized in 20 ms 
2018-02-22 17:26:25,158 [  28231]   INFO - ij.components.ComponentManager - com.intellij.ide.ui.laf.LafManagerImpl initialized in 471 ms 
2018-02-22 17:26:25,187 [  28260]   INFO - ij.components.ComponentManager - com.intellij.diagnostic.PerformanceWatcher initialized in 28 ms 
2018-02-22 17:26:25,210 [  28283]   INFO - ij.components.ComponentManager - com.intellij.internal.statistic.ApplicationStatisticsPersistenceComponent initialized in 16 ms 
2018-02-22 17:26:25,226 [  28299]   INFO - ij.components.ComponentManager - com.intellij.notification.EventLog initialized in 14 ms 
2018-02-22 17:26:25,260 [  28333]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.ui.OptionsTopHitProvider$Activity@4adc9d55 
2018-02-22 17:26:25,268 [  28341]   INFO - ij.components.ComponentManager - com.intellij.util.net.HttpConfigurable initialized in 36 ms 
2018-02-22 17:26:25,664 [  28737]   INFO - ij.components.ComponentManager - com.intellij.openapi.keymap.impl.ModifierKeyDoubleClickHandler initialized in 17 ms 
2018-02-22 17:26:25,764 [  28837]   INFO - til.net.ssl.CertificateManager - Default SSL context initialized 
2018-02-22 17:26:25,772 [  28845]   INFO - ij.components.ComponentManager - com.intellij.util.net.ssl.CertificateManager initialized in 503 ms 
2018-02-22 17:26:25,797 [  28870]   INFO - ij.components.ComponentManager - com.intellij.diagnostic.DebugLogManager initialized in 16 ms 
